index,product,category,sub_category,brand,sale_price,market_price,type,rating,description
1105,Olive Leaf Infusion - Olive & Mint Leaves,Gourmet & World Food,Drinks & Beverages,BORGES,134.99,149,Gourmet Tea & Tea Bags,3.5,"A unique infusion made from leaves of the olive tree. Olive leaf infusion contains Twice the Antioxidants compared to Green tea and yet has Zero Caffeine. It also has 4 times the Vitamin C as compared to ordinary green tea. The presence of Oleuropein in the olive leaves are known to help reduce hypertension and blood pressure hence relieving stress. Also, there are no added flavours. The flavours come from real leaves of mint, lemongrass or basil as the case may be. Hence, the taste/aroma is subtle & not overpowering. Mint leaves add a touch of freshness to the drink to charge you for the day."
1106,Organic - Cardamom Whole/Elakki,"Foodgrains, Oil & Masala",Organic Staples,Phalada Pure & Sure,380,380,Organic Masalas & Spices,5,"Pure and Sure is a range of Certified Organic Food Product from Phalada Agro, All of Phalada products are sourced directly from farmers and processed under hygenic condition in a GMP Certified Processing Facility, With more than 10 years of experience in Organic Agriculture, Phalada works with more than 1000 certified farmers across India, We believe in complete Tracebility and Transparency, To get a firsthand experience on how we work across the Supply Chain and to learn more about Organic Farming."
1107,"Adult Cat Food Pocket Ocean Fish 7kg + Wet Meal Tuna In Jelly, Adult Cat 1.02kg","Kitchen, Garden & Pets",Pet Food & Accessories,Whiskas,1986.6,2220,Pet Meals & Treats,3.5,"High Quality Ingredients Wholegrain Cereals (Corn, Rice, Wheat) - Corn Gluten Meal - Poultry & Poultry By-products - Soy Bean Products (Full-fat Soy Bean, Soy Bean Meal) - Palm Stearin - Ocean Fish - Wheat Flour - Minerals - Iodised Salt - Vitamins - Taurine - Soy Oil - Methionine - Food Colouring -Preservatives - Flavour How to Use Easy-to-open pouch. Whiskas understands what your cat naturally needs and loves. Thats why the Whiskas Wet Meal (Adult - Cat Food) Tuna in Jelly pouches are tasty and contain the same nutrition you have come to expect. Each pouch contains 100 per cent complete and balanced cat food with succulent meaty pieces to help you provide care for your cat"
1108,Pasta - Spaghetti,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Weikfield,119,140,Pasta & Macaroni,4.3,Hi Protein Durum Wheat Imported Pasta
1109,Potato Smasher - Wooden Handle,"Kitchen, Garden & Pets",Kitchen Accessories,Kvg,119,159,Kitchen Tools & Other Accessories,4.2,"Potato Masher is a great tool to quickly mash boiled potatoes for various Indian delicacies such as pav bhaji, masala dosa, stuffed paratha or for potato mash as an accompaniment with grilled meat. Its unique design at the base allows you to mash potatoes evenly without undesirable lumps or inconsistencies in the final mash. Apart from potatoes, you can also use this tool to mash other boiled vegetables such as carrots, peas and cauliflower to experiment with different dishes and recipes. Additionally, you can use this masher while cooking curries to get smooth consistency and flavour. The wooden handle prevent your hands from scalding while mashing hot vegetables. Its simple design makes it fairly easy to clean and maintain while the high quality stainless steel is highly durable and will last for a long time even with regular use."
1110,Tru Mango,"Bakery, Cakes & Dairy",Dairy,Amul,10,10,"Flavoured, Soya Milk",4,"Amul Tru contains 30% fruit. The beverage perfectly embodies the goodness of milk along with fruit nutrition. It is available in the most loved fruit varieties - the mighty mango, awesome orange, amazing apple and lovely litchi. It has attractive packaging, delicious taste and the power of fruit. No wonder, it's tru to the core. Tasty drink which Tastes best when satiates thirst while providing nutrition at pocket-friendly prices chilled."
1111,Dark Fantasy Cream Biscuit - Choco Creme,Snacks & Branded Foods,Biscuits & Cookies,Sunfeast,56.25,75,Cream Biscuits & Wafers,4,"Lose yourself in the luxurious taste of Dark crunchy shell and smooth Choco Creme. Dark Fantasy Choco Creme is a double chocolate delight made with rich, dark choco crème between intricate, thin biscuits, with a classic chocolate flavour. To chocolate lovers, each bite is a taste of heaven."
1112,"Garnier Hair Color (70 ml + 60 g) Shade 4, Brown+Loreal Paris Shampoo 75 ml",Beauty & Hygiene,Hair Care,bb Combo,222,249,Hair Color,3.5,"Garnier Color Naturals (70ml+60g) Shade 4, Brown: Garnier Color Naturals Crème hair colour gives 100% Grey Coverage and beautiful rich colour. It is an ammonia-free hair colour and has a superior Colour-Lock technology that gives you a rich long-lasting colour that lasts up to 8 weeks. Colour Naturals comes in a range of 8 gorgeous shades especially suited for Indian skin tones. It is available in an easy to use kit which can be used at your convenience in the comfort of your house! It is enriched with the goodness of 3 oils- Almond, Olive and Avocado which nourishes hair and provides shiny, long-lasting colour. Your hair will love the nourishment and you will love the colour! Note: Always do a skin allergy test 24 hours before use."
1113,Shampoo - Aloe Tearless,Beauty & Hygiene,Hair Care,Vitro Naturals ,130,130,Shampoo & Conditioner,3.5,"A Perfect Combination Of Aloe & Honey For Babies And Adult'S, Tearless Formula Develops Rich Lather To Gently Cleanser Hair And Scalp Leaves Hair Soft. Shiny And Easy To Manage. Easy Rinsing, Pleasing Foam, Feels Thick And Creamy For Beauty tips, tricks & more visit https://bigbasket.blog/"
1114,"Snack Time - Sandwich Masala, Chatpata Flavour","Foodgrains, Oil & Masala",Masalas & Spices,Keya,99,99,Blended Masalas,4,Keya Sandwich Masala comes with the perfect blend of spices required to make healthy and delicious Sandwiches at home easily. Use it with Plain Cheese Sandwich or Vegetable Sandwich and make them irresistible.
1115,Potato Crisps - Sour Cream and Onion,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Pringles,520,520,Nachos & Chips,3.5,"EAN Code: 1204807 Manufactured by: JMB Enterprises , 154 /165 Grd Flr , Mahatma Jyobha , Mumbai -400 001 Marketed by: Country of origin: US Best before 05-12-2021 For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Supermarket Grocery Supplies Pvt Ltd. No7, Service Road, Domlur 100 Feet Road, Indiranagar, Bangalore 560071. | Email: customerservice@bigbasket.com"
1116,Anti Dandruff Shampoo,Beauty & Hygiene,Hair Care,Organic Harvest,642.2,845,Shampoo & Conditioner,3.6,"BSE-free and gentle on the hair, Organic Harvest's Anti Dandruff Shampoo helps reduce dandruff over time."
1117,"Bathing/Cleaning Bucket - With Plastic Handle, Pink, L1145PH-LT PK",Cleaning & Household,Bins & Bathroom Ware,Princeware,249,408,Buckets & Mugs,4.2,It is made of polypropylene and it is really durable with high endurance. It features strong and sturdy construction and is ideal for daily use due to its compact weight. The polypropylene material adds to a great mix of quality and style.
1118,Butter - Almond Cacao Crunchy,Gourmet & World Food,Dairy & Cheese,Organic Origins,590,590,Butter & Cream,3,"Expect The Gorgeous Deliciousness Of A Nut Butter With The Added Benefits Of Almonds & Cacao Powder. Use On Bread, In Popsicles (Summer Is Coming), To Jazz Up Pancakes & French Toast Or Just Grab A Spoon With Cacao Taste & Scoop It Up While Watching Your Favourite Series."
1119,Vaporisateur Natural Spray - Hot Red Box,Beauty & Hygiene,Fragrances & Deos,United Colors Of Benetton ,3000,3000,Men's Deodorants,3.5,"A brand name which stands out for itself. Long lasting and unique. It will make your day full of refreshing and soothing fragrance. For Beauty tips, tricks & more visitÃ‚Â https://bigbasket.blog/"
1120,"Chota Bheem Frankie Style Long Plastic Lunch Box - With Container, Fork & Spoon, Assorted Colour","Kitchen, Garden & Pets",Storage & Accessories,Yellow Spark,179,210,Lunch Boxes,3.5,"This Lunch Box is made with food-grade quality plastic which is microwave safe, airtight, leak-proof, and BPA free. It is dishwasher and freezer safe. It has no sharp edge for your child's safety. Its moveable partition enables ease of separating food of different sizes. It comes with a virgin silicon rubber seal, sturdy fork and spoon with rounded edges."
1121,"2 Fold Umbrella - Auto-Open & Manual Close, Medium Violet","Kitchen, Garden & Pets",Storage & Accessories,Fendo,289,749,Umbrella,3.7,"This Fendo Umbrella brings - Classic Women Umbrella, one of the most preferred umbrellas online. It is made of Superior Polyester Fabric with UV Protection. It will withstand harsh weather conditions. Umbrella Care: Please allow the umbrella to dry before closing"
1122,Chintashoonya Ras,Beauty & Hygiene,Health & Medicine,Meghdoot,295,295,Ayurveda,3.5,"The Meghdoot's Chintashoonya Ras is a rejuvenating tonic that acts as an adaptogenic and reduces stress, providing immunomodulatory benefits that enhance the body's immunity. It is useful in regulating metabolism and improves digestion. This may also help in treating Irritable Bowel Syndrome. It is made using ayurvedic formulation that it is safe to use."
1123,Fruit Cookies - Family Pack,Snacks & Branded Foods,Biscuits & Cookies,Mcvities,233.75,275,Cookies,2,Natural Goodness of blackcurrants with all new Mcvities Fruit cookies. They are perfect breakfast cookies as they are a well-balanced mix of taste and nutrition. Brings the best of both the worlds - health & taste. It has all the best ingredients for the best experience.
1124,Roll on Glass Deodorant - Original For Men,Beauty & Hygiene,Men's Grooming,Brut,275,275,Men's Deodorants,3,"Brut was introduced in Paris in the 1960s. It is still one of the most well-known, fragrance-led male personal care brands preferred by men around the world. Since its launch, Brut signature fragrances have empowered men across the world to wear its fragrances with confidence and charm. For Beauty tips, tricks & more visit https://bigbasket.blog/"
